var_readable,var_topic,var_pretty,var_database,data_source_label,is_demographics,is_community_living,is_community_participation,is_work_economic,display,display_type,national_dropdown_label,national_summary_text,var_base,var_coding,universe_note,pct_definition
pop_grp_nursing_18to64_dis,Living in Nursing Home Age 18-64,"# WITH Disabilities Age 18 - 64, Living in Nursing Homes",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,NA,neg,,
pct_grp_dis_18to64_nursing,Living in Nursing Home Age 18-64,"% WITH Disabilities Age 18 - 64, Living in Nursing Homes",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,"Living in Institution: Nursing Home, Age 18 to 64",NA,NA,neg,"People living in nursing facilities and other long-term-care group quarters in the state, in the 18-to-64 age range. Figures compare residents with and without disabilities.","Of the state's population with disabilities ages 18 to 64, the share living in a nursing facility or other long-term-care group quarters."
pop_grp_nursing_18to64_nodis,Living in Nursing Home Age 18-64,"# WITHOUT Disabilities Age 18 - 64, Living in Nursing Homes",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,NA,neg,,
pct_grp_nodis_18to64_nursing,Living in Nursing Home Age 18-64,"% WITHOUT Disabilities Age 18 - 64, Living in Nursing Homes",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,NA,neg,,"Of the state's population without disabilities ages 18 to 64, the share living in a nursing facility or other long-term-care group quarters."
pct_grp_nursing_18to64_dis,Living in Nursing Home Age 18-64,"% of Nursing Home Population Age 18-64, Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's nursing-facility residents ages 18 to 64, the share who report a disability."
pct_grp_nursing_18to64_nodis,Living in Nursing Home Age 18-64,"% of Nursing Home Population Age 18-64, Not Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's nursing-facility residents ages 18 to 64, the share who report no disability."
pop_grp_nursing_65plus_dis,Living in Nursing Home Age 65+,"# WITH Disabilities Age 65+, Living in Nursing Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,"Living in Institution: Nursing Home, Age 65+",NA,,neg,"People living in nursing facilities and other long-term-care group quarters in the state, aged 65 and older. Figures compare residents with and without disabilities.",
pop_grp_nursing_65plus_nodis,Living in Nursing Home Age 65+,"# WITHOUT Disabilities Age 65+, Living in Nursing Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,
pop_grp_nursing_65plus_all,Living in Nursing Home Age 65+,Population of Nursing Home Age 65+,NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,False,story,NA,NA,,neg,,
pct_grp_dis_65plus_nursing,Living in Nursing Home Age 65+,"Percentage Age 65+, Living in Nursing Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,False,story,NA,NA,,neg,,"Of the state's population with disabilities ages 65 and older, the share living in a nursing facility or other long-term-care group quarters."
pct_grp_dis_65plus_nursing,Living in Nursing Home Age 65+,"% WITH Disabilities Age 65+, Living in Nursing Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's population with disabilities ages 65 and older, the share living in a nursing facility or other long-term-care group quarters."
pct_grp_nodis_65plus_nursing,Living in Nursing Home Age 65+,"% WITHOUT Disabilities Age 65+, Living in Nursing Home",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's population without disabilities ages 65 and older, the share living in a nursing facility or other long-term-care group quarters."
pct_grp_nursing_65plus_dis,Living in Nursing Home Age 65+,"% of Age 65+ Nursing Home Population, Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's nursing-facility residents ages 65 and older, the share who report a disability."
pct_grp_nursing_65plus_nodis,Living in Nursing Home Age 65+,"% of Age 65+ Nursing Home Population, Not Disabled",NA,2020-2024 American Community Survey 5-Year Estimates (S2602),False,True,False,False,True,story,NA,NA,,neg,,"Of the state's nursing-facility residents ages 65 and older, the share who report no disability."
pop_grp_corrections_total_all,Living in Carceral Institution,# Living in Adult Correctional Facilities,B26108_037,2020-2024 American Community Survey 5-Year Estimates (B26108),False,True,False,False,False,standalone,NA,"According to the Bureau of Justice Statistics, adult correctional facilities include prisons and prison farms; reception, diagnostic, and classification centers; facilities for parole violators; road and forestry correctional camps; facilities for youthful offenders; and drug and alcohol treatment facilities.",NA,neg,,
,Living in Carceral Institution,% Living in Adult Correctional Facilities,NA,2020-2024 American Community Survey 5-Year Estimates (B26108),False,True,False,False,False,standalone,NA,NA,NA,neg,,
pop_grp_corrections_total_dis,Living in Carceral Institution,# WITH Disabilities Living in Adult Correctional Facilities,B26108_038,2020-2024 American Community Survey 5-Year Estimates (B26108),False,True,False,False,True,standalone,NA,NA,NA,neg,,
pct_grp_dis_corrections,Living in Carceral Institution,"% WITH Disabilities, Living in Adult Correctional Facilities",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,Living in Institution: Correctional Facility,"According to the Bureau of Justice Statistics, adult correctional facilities include prisons and prison farms; reception, diagnostic, and classification centers; facilities for parole violators; road and forestry correctional camps; facilities for youthful offenders; and drug and alcohol treatment facilities.",NA,neg,"The state's entire resident population. This topic isolates people living in adult correctional facilities (prisons, jails, and similar). Figures compare incarcerated people with and without disabilities.","Of the state's population with disabilities, the share living in an adult correctional facility."
pop_grp_corrections_total_nodis,Living in Carceral Institution,"# WITHOUT Disabilities, Living in Adult Correctional Facilities",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,NA,NA,neg,,
pct_grp_nodis_corrections,Living in Carceral Institution,"% WITHOUT Disabilities, Living in Adult Correctional Facilities",NA,2020-2024 American Community Survey 5-Year Estimates (S2601A/B26108),False,True,False,False,True,standalone,NA,NA,NA,neg,,"Of the state's population without disabilities, the share living in an adult correctional facility."
pop_cni_19to64_total_all,Overview,Population Age 19 - 64,B18135_013,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,standalone,NA,NA,NA,NA,,
pop_cni_19to64_total_dis,Overview,"# WITH Disabilities, Age 19 - 64",B18135_014,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,comp,NA,NA,19_64,NA,,
pop_cni_19to64_total_nodis,Overview,"# WITHOUT Disabilities, Age 19 - 64",B18135_019,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,comp,NA,NA,19_64,NA,,
pop_cni_65plus_total_all,Overview,Population Age 65 or Older,B18135_024,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,standalone,NA,NA,NA,NA,,
pop_cni_65plus_dis,Overview,"# WITH Disabilities, Age 65 or Older",B18135_025,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,comp,NA,NA,grtoeq_65,NA,,
pop_cni_65plus_nodis,Overview,"# WITHOUT Disabilities, Age 65 or Older",B18135_030,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,False,comp,NA,NA,grtoeq_65,NA,,
pop_cni_19to64_dis_nohealthins,No Health Insurance Age 19-64,"# WITH Disabilities Age 19 - 64, NO Health Insurance",B18135_018,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_uninsured,neg,,
pct_cni_19to64_dis_nohealthins,No Health Insurance Age 19-64,"% WITH Disabilities Age 19 - 64, NO Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Status: None, Age 19-64","According to the U.S. Census, people without insurance do not have any kind of insurance.",19_64_uninsured_pct,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 19 to 64. Figures compare people with and without disabilities on whether they have any health coverage.","Of the state's civilian noninstitutionalized population with disabilities ages 19 to 64, the share with no health insurance of any kind."
pop_cni_19to64_nodis_nohealthins,No Health Insurance Age 19-64,"# WITHOUT Disabilities Age 19 - 64, NO Health Insurance",B18135_023,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_uninsured,neg,,
pct_cni_19to64_nodis_nohealthins,No Health Insurance Age 19-64,"% WITHOUT Disabilities Age 19 - 64, NO Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people without insurance do not have any kind of insurance.",19_64_uninsured_pct,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 19 to 64, the share with no health insurance of any kind."
pop_cni_65plus_dis_nohealthins,No Health Insurance Age 65+,"# WITH Disabilities Age 65 or Older, NO Health Insurance",B18135_029,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Status: None, Age 65+",NA,grtoeq_65_uninsured,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 65 and older. Figures compare people with and without disabilities on whether they have any health coverage.",
pct_cni_65plus_dis_nohealthins,No Health Insurance Age 65+,"% WITH Disabilities Age 65 or Older, NO Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people without insurance do not have any kind of insurance.",grtoeq_65_uninsured_pct,neg,,"Of the state's civilian noninstitutionalized population with disabilities ages 65 and older, the share with no health insurance of any kind."
pop_cni_65plus_nodis_nohealthins,No Health Insurance Age 65+,"# WITHOUT Disabilities Age 65 or Older, NO Health Insurance",B18135_034,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_uninsured,neg,,
pct_cni_65plus_nodis_nohealthins,No Health Insurance Age 65+,"% WITHOUT Disabilities Age 65 or Older, NO Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people without insurance do not have any kind of insurance.",grtoeq_65_uninsured_pct,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 65 and older, the share with no health insurance of any kind."
pop_cni_19to64_dis_healthins,Has Health Insurance Age 19-64,"# WITH Disabilities Age 19 - 64, with Health Insurance",B18135_015,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured,pos,,
pct_cni_19to64_dis_healthins,Has Health Insurance Age 19-64,"% WITH Disabilities Age 19 - 64, with Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Status: Covered, Age 19-64","According to the U.S. Census, people with insurance have insurance provided by any means including from their employer, directly from an insurance company, from Medicare or Medicaid, or other government healthcare program (like the VA, Tricare or Indian Health Service).",19_64_insured_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 19 to 64. Figures compare people with and without disabilities on whether they have health coverage of any kind.","Of the state's civilian noninstitutionalized population with disabilities ages 19 to 64, the share with health insurance of any kind (public, private, or both)."
pop_cni_19to64_nodis_healthins,Has Health Insurance Age 19-64,"# WITHOUT Disabilities Age 19 - 64, with Health Insurance",B18135_020,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured,pos,,
pct_cni_19to64_nodis_healthins,Has Health Insurance Age 19-64,"% WITHOUT Disabilities Age 19 - 64, with Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with insurance have insurance provided by any means including from their employer, directly from an insurance company, from Medicare or Medicaid, or other government healthcare program (like the VA, Tricare or Indian Health Service).",19_64_insured_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 19 to 64, the share with health insurance of any kind (public, private, or both)."
pop_cni_65plus_dis_healthins,Has Health Insurance Age 65+,"# WITH Disabilities Age 65 or Older, with Health Insurance",B18135_026,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured,pos,,
pct_cni_65plus_dis_healthins,Has Health Insurance Age 65+,"% WITH Disabilities Age 65 or Older, with Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Status: Covered, Age 65+","According to the U.S. Census, people with insurance have insurance provided by any means including from their employer, directly from an insurance company, from Medicare or Medicaid, or other government healthcare program (like the VA, Tricare or Indian Health Service).",grtoeq_65_insured_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 65 and older. Figures compare people with and without disabilities on whether they have health coverage of any kind.","Of the state's civilian noninstitutionalized population with disabilities ages 65 and older, the share with health insurance of any kind (public, private, or both)."
pop_cni_65plus_nodis_healthins,Has Health Insurance Age 65+,"# WITHOUT Disabilities Age 65 or Older, with Health Insurance",B18135_031,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured,pos,,
pct_cni_65plus_nodis_healthins,Has Health Insurance Age 65+,"% WITHOUT Disabilities Age 65 or Older, with Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with insurance have insurance provided by any means including from their employer, directly from an insurance company, from Medicare or Medicaid, or other government healthcare program (like the VA, Tricare or Indian Health Service).",grtoeq_65_insured_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 65 and older, the share with health insurance of any kind (public, private, or both)."
pop_cni_19to64_dis_publichealth,Has Public Health Insurance Age 19-64,"# WITH Disabilities Age 19 - 64, with Public Health Insurance",B18135_017,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured_public,pos,,
pct_cni_19to64_dis_publichealth,Has Public Health Insurance Age 19-64,"% WITH Disabilities Age 19 - 64, with Public Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Type: Public, Age 19-64","According to the U.S. Census, people with public insurance have insurance provided by Medicare (for people aged 65 and older or people with certain disabilities) or Medicaid (for people with low incomes or a disability).",19_64_insured_public_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 19 to 64. Figures compare people with and without disabilities on whether they have public health coverage such as Medicaid, Medicare, or VA care.","Of the state's civilian noninstitutionalized population with disabilities ages 19 to 64, the share with public health coverage such as Medicaid, Medicare, or VA care (alone or combined with private)."
pop_cni_19to64_nodis_publichealth,Has Public Health Insurance Age 19-64,"# WITHOUT Disabilities Age 19 - 64, with Public Health Insurance",B18135_022,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured_public,pos,,
pct_cni_19to64_nodis_publichealth,Has Public Health Insurance Age 19-64,"% WITHOUT Disabilities Age 19 - 64, with Public Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with public insurance have insurance provided by Medicare (for people aged 65 and older or people with certain disabilities) or Medicaid (for people with low incomes or a disability).",19_64_insured_public_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 19 to 64, the share with public health coverage such as Medicaid, Medicare, or VA care (alone or combined with private)."
pop_cni_65plus_dis_publichealth,Has Public Health Insurance Age 65+,"# WITH Disabilities Age 65 or Older, with Public Health Insurance",B18135_028,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured_public,pos,,
pct_cni_65plus_dis_publichealth,Has Public Health Insurance Age 65+,"% WITH Disabilities Age 65 or Older, with Public Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Type: Public, Age 65+","According to the U.S. Census, people with public insurance have insurance provided by Medicare (for people aged 65 and older or people with certain disabilities) or Medicaid (for people with low incomes or a disability).",grtoeq_65_insured_public_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 65 and older. Figures compare people with and without disabilities on whether they have public health coverage such as Medicare, Medicaid, or VA care.","Of the state's civilian noninstitutionalized population with disabilities ages 65 and older, the share with public health coverage such as Medicare, Medicaid, or VA care (alone or combined with private)."
pop_cni_65plus_nodis_publichealth,Has Public Health Insurance Age 65+,"# WITHOUT Disabilities Age 65 or Older, with Public Health Insurance",B18135_033,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured_public,pos,,
pct_cni_65plus_nodis_publichealth,Has Public Health Insurance Age 65+,"% WITHOUT Disabilities Age 65 or Older, with Public Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with public insurance have insurance provided by Medicare (for people aged 65 and older or people with certain disabilities) or Medicaid (for people with low incomes or a disability).",grtoeq_65_insured_public_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 65 and older, the share with public health coverage such as Medicare, Medicaid, or VA care (alone or combined with private)."
pop_cni_19to64_dis_privatehealth,Has Private Insurance Age 19-64,"# WITH Disabilities Age 19 - 64, with Private Health Insurance",B18135_016,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured_private,pos,,
pct_cni_19to64_dis_privatehealth,Has Private Insurance Age 19-64,"% WITH Disabilities Age 19 - 64, with Private Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Type: Private, Age 19-64","According to the U.S. Census, people with private insurance have insurance provided from a current or former employer or union or have directly purchased insurance from an insurance company.",19_64_insured_private_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 19 to 64. Figures compare people with and without disabilities on whether they have private health coverage such as an employer or direct-purchase plan.","Of the state's civilian noninstitutionalized population with disabilities ages 19 to 64, the share with private health coverage such as an employer or direct-purchase plan (alone or combined with public)."
pop_cni_19to64_nodis_privatehealth,Has Private Insurance Age 19-64,"# WITHOUT Disabilities Age 19 - 64, with Private Health Insurance",B18135_021,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,19_64_insured_private,pos,,
pct_cni_19to64_nodis_privatehealth,Has Private Insurance Age 19-64,"% WITHOUT Disabilities Age 19 - 64, with Private Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with private insurance have insurance provided from a current or former employer or union or have directly purchased insurance from an insurance company.",19_64_insured_private_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 19 to 64, the share with private health coverage such as an employer or direct-purchase plan (alone or combined with public)."
pop_cni_65plus_dis_privatehealth,Has Private Insurance Age 65+,"# WITH Disabilities Age 65 or Older, with Private Health Insurance",B18135_027,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured_private,pos,,
pct_cni_65plus_dis_privatehealth,Has Private Insurance Age 65+,"% WITH Disabilities Age 65 or Older, with Private Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,"Health Insurance Type: Private, Age 65+","According to the U.S. Census, people with private insurance have insurance provided from a current or former employer or union or have directly purchased insurance from an insurance company.",grtoeq_65_insured_private_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 65 and older. Figures compare people with and without disabilities on whether they have private health coverage such as an employer or direct-purchase plan.","Of the state's civilian noninstitutionalized population with disabilities ages 65 and older, the share with private health coverage such as an employer or direct-purchase plan (alone or combined with public)."
pop_cni_65plus_nodis_privatehealth,Has Private Insurance Age 65+,"# WITHOUT Disabilities Age 65 or Older, with Private Health Insurance",B18135_032,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,NA,grtoeq_65_insured_private,pos,,
pct_cni_65plus_nodis_privatehealth,Has Private Insurance Age 65+,"% WITHOUT Disabilities Age 65 or Older, with Private Health Insurance",NA,2020-2024 American Community Survey 5-Year Estimates (B18135),False,False,True,False,True,comp,NA,"According to the U.S. Census, people with private insurance have insurance provided from a current or former employer or union or have directly purchased insurance from an insurance company.",grtoeq_65_insured_private_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 65 and older, the share with private health coverage such as an employer or direct-purchase plan (alone or combined with public)."
pop_cni_16plus_publictrans_all,Public Transit,"Population, Commute by Public Transit",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,False,standalone,NA,NA,NA,NA,,
,Public Transit,"% of Population, Commute by Public Transit",S1811_C01_035,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,False,standalone,NA,"According to the U.S. Census Bureau, commuting by public transportation includes people who take the bus, subway, elevated train, long distance train, commuter rail, light rail street car, trolley or ferry boat to work. Darker colored states indicate a greater percent of people using public transit to go to work.",NA,NA,,
pop_cni_16plus_transit_dis,Public Transit,"# WITH Disabilities Age 16+, Commute by Public Transit",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,commute_public,pos,,
pct_cni_16plus_transit_dis,Public Transit,% WITH Disabilities Age 16+ Commute by Public Transit,S1811_C02_035,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,Transportation: Commute to Work by Public Transit,"According to the U.S. Census Bureau, commuting by public transportation includes people who take the bus, subway, elevated train, long distance train, commuter rail, light rail street car, trolley or ferry boat to work. Darker colored states indicate a greater percent of people using public transit to go to work.",commute_public_pct,pos,Workers aged 16 and older in the state's civilian noninstitutionalized population who commute to a job. People who worked from home or did not work are not counted. Figures compare commuters with and without disabilities.,"Of the state's workers with disabilities ages 16 and older who commute to a job, the share whose main mode is public transportation (excluding taxicab)."
pop_cni_16plus_transit_nodis,Public Transit,"# WITHOUT Disabilities Age 16+, Commute by Public Transit",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,commute_public,pos,,
pct_cni_16plus_transit_nodis,Public Transit,"% WITHOUT Disabilities Age 16+, Commute by Public Transit",S1811_C03_035,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,"According to the U.S. Census Bureau, commuting by public transportation includes people who take the bus, subway, elevated train, long distance train, commuter rail, light rail street car, trolley or ferry boat to work. Darker colored states indicate a greater percent of people using public transit to go to work.",commute_public_pct,pos,,"Of the state's workers without disabilities ages 16 and older who commute to a job, the share whose main mode is public transportation (excluding taxicab)."
pop_cni_16plus_drive_all,Private Vehicle,"Population, Commute by Driving Private Vehicle Alone",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,False,standalone,NA,NA,NA,NA,,
,Private Vehicle,"% of Population, Commute to Work by Driving Private Vehicle Alone",S1811_C01_033,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,False,standalone,NA,"According to the U.S. Census Bureau, commuting by private vehicle includes driving in a car, truck or van to work. Darker colored states indicate a greater percent of people using a private vehicle to go to work.",NA,NA,,
pop_cni_16plus_drivealone_dis,Private Vehicle,"WITH Disabilities Age 16+, Commute to Work by Driving Private Vehicle Alone",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,commute_car_alone,pos,,
pct_cni_16plus_drivealone_dis,Private Vehicle,"% WITH Disabilities Age 16+, Commute to Work by Driving Private Vehicle Alone",S1811_C02_033,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,Transportation: Commute to Work by Car Alone,"According to the U.S. Census Bureau, commuting by private vehicle includes driving in a car, truck or van to work. Darker colored states indicate a greater percent of people using a private vehicle to go to work.",commute_car_alone_pct,pos,Workers aged 16 and older in the state's civilian noninstitutionalized population who commute to a job. People who worked from home or did not work are not counted. Figures compare commuters with and without disabilities.,"Of the state's workers with disabilities ages 16 and older who commute to a job, the share who drive alone in a car, truck, or van."
pop_cni_16plus_drivealone_nodis,Private Vehicle,"# WITHOUT Disabilities Age 16+, Commute to Work by Driving Private Vehicle Alone",NA,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,commute_car_alone,pos,,
pct_cni_16plus_drivealone_nodis,Private Vehicle,"% WITHOUT Disabilities Age 16+, Commute to Work by Driving Private Vehicle Alone",S1811_C03_033,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,"According to the U.S. Census Bureau, commuting by private vehicle includes driving in a car, truck or van to work. Darker colored states indicate a greater percent of people using a private vehicle to go to work.",commute_car_alone_pct,pos,,"Of the state's workers without disabilities ages 16 and older who commute to a job, the share who drive alone in a car, truck, or van."
pct_cni_25plus_noGED_dis,Less Than High School,"% WITH Disabilities Age 25+, No High School Diploma or Equivalent",S1811_C02_040,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,"Education: No High School Diploma / GED Equivalent, Age 25+",NA,lessthan_highschool_pct,neg,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 25 and older. Figures compare the educational attainment of people with and without disabilities.","Of the state's civilian noninstitutionalized population with disabilities ages 25 and older, the share whose highest completed education is less than a high school diploma or equivalent."
pct_cni_25plus_noGED_nodis,Less Than High School,"% WITHOUT Disabilities Age 25+, No High School Diploma or Equivalent",S1811_C03_040,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,lessthan_highschool_pct,neg,,"Of the state's civilian noninstitutionalized population without disabilities ages 25 and older, the share whose highest completed education is less than a high school diploma or equivalent."
pct_cni_25plus_GED_dis,High School Equivalent,"% WITH Disabilities Age 25+, High School Diploma or Equivalent",S1811_C02_041,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,"Education: High School Diploma / GED Equivalent, Age 25+",NA,highschoolequiv_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 25 and older. Figures compare the educational attainment of people with and without disabilities.","Of the state's civilian noninstitutionalized population with disabilities ages 25 and older, the share whose highest completed education is a high school diploma or equivalent (includes GED)."
pct_cni_25plus_GED_nodis,High School Equivalent,"% WITHOUT Disabilities Age 25+, High School Diploma or Equivalent",S1811_C03_041,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,highschoolequiv_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 25 and older, the share whose highest completed education is a high school diploma or equivalent (includes GED)."
pct_cni_25plus_bachelors_dis,Bachelors Degree,"% WITH Disabilities Age 25+, Bachelors Degree or Higher",S1811_C02_043,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,"Education: Bachelors Degree or Higher, Age 25+",NA,degree_grtoeq_ba_pct,pos,"The state's civilian noninstitutionalized population (people not living in an institution such as a nursing home or prison, and not on active military duty) aged 25 and older. Figures compare the educational attainment of people with and without disabilities.","Of the state's civilian noninstitutionalized population with disabilities ages 25 and older, the share who have earned a bachelor's degree or higher."
pct_cni_25plus_bachelors_nodis,Bachelors Degree,"% WITHOUT Disabilities Age 25+, Bachelors Degree or Higher",S1811_C03_043,2020-2024 American Community Survey 5-Year Estimates (S1811),False,False,True,False,True,comp,NA,NA,degree_grtoeq_ba_pct,pos,,"Of the state's civilian noninstitutionalized population without disabilities ages 25 and older, the share who have earned a bachelor's degree or higher."
